id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40098558,Nette Unterkunft für längere Aufenthalte,8203099,Sabine,Charlottenburg-Wilm.,Kantstraße,52.50937,13.30836,Entire home/apt,47,55,5,2022-05-31,0.40,2,145,4,04/Z/RA/007788-18
22057996,"Central, cozy flat in Friedrichshain",161112787,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5239,13.45282,Entire home/apt,129,3,52,2021-08-22,0.96,1,37,7,
13798726,Cozy double room in Friedrichshain,9257996,Hobb,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51168,13.4535,Private room,60,3,87,2022-05-30,1.20,1,303,15,
24470705,"Zimmer in gemütlicher, moderner Mauerpark Residenz",1391328,Nikolaus,Pankow,Prenzlauer Berg Nordwest,52.5471,13.41048,Private room,76,5,2,2018-09-18,0.04,2,108,0,
14299755,"1,5 Zimmer Design-Wohnung im Graefekiez",300965,Daniel,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49198,13.41756,Entire home/apt,47,92,1,2018-03-25,0.02,2,316,0,
42286743,"3-Raum ""Summery Sky"" 79 sqm",335573202,Downtown Apartments,Mitte,Wedding Zentrum,52.5457,13.36888,Entire home/apt,333,1,2,2022-05-01,0.20,50,283,2,"Legal entity name and Legal form: DA Downtown Apartments Berlin GmbH <br/>Legal representatives or Trade register number: HRB 182467 B <br/> Entity address: Oranienburger Str. 3, 10178, Berlin, Deutschland <br/>Listing address: Gerichtstraße 56, Downtown Apartments, 13347, Berlin, Deutschland"
30339793,DESIGNER STUDIO APARTMENT IN BERLIN KREUZBERG,227580228,Florian,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49862,13.42422,Entire home/apt,144,2,58,2020-03-12,1.35,1,162,0,
32704722,Unterkunft im Herzen von Berlin,245921875,Cornelia,Pankow,Prenzlauer Berg Nordwest,52.54281,13.41094,Private room,150,2,0,,,1,87,0,
51206934,COZY APARTMENT IN LIVELY FRIEDRICHSHAIN,414473137,Cora,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51791,13.44828,Entire home/apt,167,2,15,2021-12-13,1.46,1,0,15,02/Z/RA/012338-20
42749901,"2-Raum Erdgeschoss ""Breezy Garden"", 51 qm",335573202,Downtown Apartments,Mitte,Brunnenstr. Nord,52.54352,13.36842,Entire home/apt,230,4,0,,,50,334,0,"Legal entity name and Legal form: DA Downtown Apartments Berlin GmbH <br/>Legal representatives or Trade register number: HRB 182467 B <br/> Entity address: Oranienburger Str. 3, 10178, Berlin, Deutschland <br/>Listing address: Gerichtstraße 56, Downtown Apartments, 13347, Berlin, Deutschland"
50479632,Beautiful Belle Etage Apartment in Kreuzberg,63729517,Juliane,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.49908,13.43064,Entire home/apt,80,7,4,2022-04-24,0.37,1,200,4,
47068585,Apartmenthaus Berlin Mitte - Deluxe Apartment,378071271,Flo,Mitte,Alexanderplatz,52.50495,13.4164,Entire home/apt,132,1,3,2022-01-22,0.33,38,328,3,"Legal entity name and Legal form: Homaris Heinrich Heine GmbH <br/>Legal representatives or Trade register number: HRB 223193B <br/> Entity address: Brunnenstraße 4, 10119, Berlin, Deutschland <br/>Listing address: Heinrich-Heine-Platz 11, 10179, Berlin, Deutschland"
25970203,modern & central apartment near Alexanderplatz,195199908,Julian,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.517834,13.447094,Entire home/apt,119,2,192,2022-06-05,4.00,2,161,46,"First name and Last name: Julian Türk <br/> Contact address: Berlin, 10249, Berlin, Germany <br/>Listing address: Löwestraße 28, 10249, Berlin, Germany"
4462848,2 room apartment,23155049,Brit,Charlottenburg-Wilm.,Kantstraße,52.50848,13.30952,Entire home/apt,59,3,235,2022-06-12,2.63,1,199,13,"First name and Last name: Waltraud Kammler <br/> Contact address: Goethestr. 49, , 10625 , Berlin, Deutschland, Berlin <br/>Listing address: Goethestr. 49, 10625, Berlin, Deutschland/ Berlin"
637540704086864148,Stylish  Apartment with 2 Bathrooms Kreuzberg,2966176,Florian,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49361,13.39722,Entire home/apt,138,3,1,2022-06-08,1,6,180,1,"First name and Last name: Robert Müller-Reißmann <br/> Contact address: Köpenicker Straße 10a, 10997, Berlin, Deutschland <br/>Listing address: Fürbringer Str. 20, 10961, Berlin, Deutschland"
2394897,SUNNY hideaway BALCONY lovely area,12234103,Verda,Mitte,Brunnenstr. Süd,52.53439,13.40774,Entire home/apt,109,3,368,2022-05-22,3.67,1,71,23,01/Z/NA/004812-16
43811867,"Nena Apartments Hermannplatz ""Studio""",345525147,Nena Apartments Hermannplatz,Neukölln,Reuterstraße,52.4866,13.42488,Entire home/apt,146,2,151,2022-06-10,12.14,3,205,150,"Legal entity name and Legal form: Orbis Apartments GmbH <br/>Legal representatives or Trade register number: HRB 154335 B <br/> Entity address: Ritterstr.2a, 10969, Berlin, Deutschland <br/>Listing address: Hasenheide 119, 10967, Berlin, Deutschland"
26320108,Friendly large and cosy room in great central hood,84283587,Petra,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50744,13.45258,Private room,52,3,45,2022-03-20,0.94,2,91,11,02/Z/AZ/011333-19
28324165,Nice Apartment in the heart of Berlin!!,204265055,Gio,Neukölln,Schillerpromenade,52.46709,13.43031,Entire home/apt,50,1,48,2019-12-01,1.06,1,134,0,
3448024,Charming Maisonette Family Berlin-Kreuzberg,17377153,Sophie,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48928,13.41956,Entire home/apt,105,7,5,2020-07-30,0.05,1,72,0,
39529039,Two-Bedroom & 95 sqm Apartment with Two-Balconies,3003519,Simon,Pankow,Prenzlauer Berg Südwest,52.53667,13.4109,Entire home/apt,243,2,134,2022-06-11,4.18,32,93,53,"Legal entity name and Legal form: BENSIMON apartments GmbH <br/>Legal representatives or Trade register number: HRB 193352 B <br/> Entity address: Sickingenstrasse 4, 10553, Berlin, Deutschland <br/>Listing address: Choriner Str. 37, 10435, Berlin, Deutschland"
47171663,Apartmenthaus Berlin Mitte - Superior Apartment,378071271,Flo,Mitte,Alexanderplatz,52.50539,13.41663,Entire home/apt,155,1,10,2022-05-15,1.00,38,341,10,"Legal entity name and Legal form: Homaris Heinrich Heine GmbH <br/>Legal representatives or Trade register number: HRB 223193B <br/> Entity address: Brunnenstraße 4, 10119, Berlin, Deutschland <br/>Listing address: Heinrich-Heine-Platz 11, 10179, Berlin, Deutschland"
45666076,GreatStay - Lachmannstr. 3 VH,369958333,Andreas,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49176025390625,13.421796798706055,Entire home/apt,140,2,6,2022-03-22,0.78,4,241,6,"Legal entity name and Legal form: GreatStay GmbH <br/>Legal representatives or Trade register number: Leonid Bojko (Geschäftsführer) HRB142459B <br/> Entity address: Paul - Robeson - Str. 49, 10439, Berlin, Deutschland <br/>Listing address: Lachmannstr. 5, 10967, Berlin, Deutschland"
42270566,"2-Raum ""Blue Lagoon"", 60 qm",335573202,Downtown Apartments,Mitte,Wedding Zentrum,52.54545,13.36735,Entire home/apt,274,2,0,,,50,301,0,"Legal entity name and Legal form: DA Downtown Apartments Berlin GmbH <br/>Legal representatives or Trade register number: HRB 182467 B <br/> Entity address: Oranienburger Str. 3, 10178, Berlin, Deutschland <br/>Listing address: Gerichtstraße 56, Downtown Apartments, 13347, Berlin, Deutschland"
19644489,Urban Pistazie,1472760,Martin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49203,13.41351,Entire home/apt,150,3,106,2022-05-30,1.77,5,96,23,"First name and Last name: Martin Farnbauer  <br/> Contact address: Urbanstr. 35, 10967, Berlin , Berlin <br/>Listing address: Urbanstr 35, 10967, Berlin , Berlin"
20207104,Cosy Apartment in the heart of Berlin-Neukölln,44199038,Ali-Adnan,Neukölln,Neuköllner Mitte/Zentrum,52.46695,13.432,Entire home/apt,60,3,4,2018-05-06,0.07,1,25,0,
35136097,Schöne Altbauwohnung nahe Schillerkiez & THF Feld!,106093827,Jan-Heie,Neukölln,Schillerpromenade,52.48269,13.42247,Entire home/apt,59,4,36,2022-06-09,0.98,1,156,11,08/Z/RA/007525-19
37307452,AMAZING APT AT THE ERNST-REUTER-PLATZ WITH BALCONY,280853797,Katharina,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51395,13.31525,Entire home/apt,78,2,8,2020-02-18,0.23,1,0,0,04/Z/AZ/008815-19
2047139,Berliner Altbau Charme,10494820,Inga,Tempelhof - Schöneberg,Schöneberg-Süd,52.48426,13.36171,Private room,29,8,135,2018-08-29,1.31,1,148,0,
72079,"Italian Design at Kudamm ,WiFi DSL free",261488,P. Charlotte,Charlottenburg-Wilm.,Kantstraße,52.5078,13.31867,Entire home/apt,83,3,66,2022-05-18,0.59,1,244,5,
42275873,Уютные комнаты до 3-х человек в центре Берлина.,125341008,Taras,Mitte,Brunnenstr. Nord,52.53828,13.39432,Private room,92,2,0,,,10,225,0,
52111736,Apartment im Zentrum Berlins!,421916702,Johann,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5174,13.46388,Entire home/apt,134,2,25,2022-06-09,2.78,1,283,25,"First name and Last name: Isabelle Holz  <br/> Contact address: Koloniestr. 125, 13359, Berlin , Deutschland  <br/>Listing address: Schreiner Str. 61, 10247, Berlin , Deutschland"
5633542,quiet room in central art deco apartment,8909052,Harry,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49628,13.33534,Private room,65,6,21,2021-06-14,0.25,1,24,1,04/Z/AZ/010954-21
51354517,Lovely 2-room apartment in the heart of Berlin,210836796,Din,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51272,13.47251,Entire home/apt,90,1,0,,,2,226,0,
6899210,Berlin Calling! come to Fhain!,36152185,Przemyslaw,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50886,13.47308,Private room,150,2,13,2020-02-25,0.15,1,357,0,
47065346,Apartmenthaus Berlin Mitte - Deluxe Apartment,378071271,Flo,Mitte,Alexanderplatz,52.5053,13.41696,Entire home/apt,132,1,1,2022-02-21,0.27,38,336,1,"Legal entity name and Legal form: Homaris Heinrich Heine GmbH <br/>Legal representatives or Trade register number: HRB 223193B <br/> Entity address: Brunnenstraße 4, 10119, Berlin, Deutschland <br/>Listing address: Heinrich-Heine-Platz 11, 10179, Berlin, Deutschland"
4001622,romantic style on two floors,13220307,Betty,Neukölln,Reuterstraße,52.49415,13.42365,Entire home/apt,79,3,182,2022-05-15,1.94,1,109,30,"First name and Last name: Christina Both <br/> Contact address: Hobrechtstraße 48, 12047, Berlin, Berlin <br/>Listing address: Bürknerstraße 12, 12047, Berlin, Berlin"
53797363,Über den Dächern von Berlin - Wohnung mit Balkon,300664182,Nina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51729,13.47077,Entire home/apt,71,92,0,,,1,296,0,
54234513,"Cozy, quiet double room in the Central Berlin",439210331,EastSeven,Pankow,Prenzlauer Berg Südwest,52.533463,13.410749,Private room,130,1,11,2022-05-20,2.70,7,174,11,"Legal entity name and Legal form: Eastseven GmbH <br/>Legal representatives or Trade register number: HRB236733B <br/> Entity address: Schwedter Str. 7, 10119, Berlin, Deutschland <br/>Listing address: Schwedter Str. 7, 10119, Berlin, Deutschland"
50543017,Entire apartment,144971043,Kubra,Pankow,Prenzlauer Berg Südwest,52.53159,13.41162,Entire home/apt,50,30,1,2022-03-27,0.38,1,156,1,
46020766,1 Schlafzimmer Apartment am Prager Platz,372068633,Marcin,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.49438,13.33056,Entire home/apt,303,2,0,,,16,177,0,"Legal entity name and Legal form: AMC Apartments GmbH <br/>Legal representatives or Trade register number: HRB 130945 <br/> Entity address: Joachimsthaler Str. 19, 10719, Berlin, Berlin <br/>Listing address: Bundesallee 201-203, 10717, Berlin, Berlin"
20922308,Hip apartment at Prenzlauer Berg with huge terrace,150388261,Jürgen,Pankow,Prenzlauer Berg Süd,52.52837,13.41756,Entire home/apt,83,2,4,2018-02-25,0.07,1,0,0,
45559303,"Sunny, large room in Berlin Friedrichshain",38643111,Josi,Pankow,Prenzlauer Berg Ost,52.52251,13.45636,Private room,49,14,2,2022-06-01,0.63,1,54,2,
52318526,Cozy apartment in Prenzlauer Berg,316272647,Sabine,Pankow,Prenzlauer Berg Ost,52.53363,13.43881,Entire home/apt,89,1,14,2022-06-06,1.76,1,208,14,
42635924,Zimmer 3 Dreibettzimmer,316043293,Pension,Pankow,Prenzlauer Berg Nord,52.55028,13.41728,Private room,84,1,1,2022-04-18,0.53,6,106,1,
42269923,"2-Raum Erdgeschoss ""Breezy Garden"", 51 qm",335573202,Downtown Apartments,Mitte,Brunnenstr. Nord,52.54381,13.36726,Entire home/apt,246,2,0,,,50,334,0,"Legal entity name and Legal form: DA Downtown Apartments Berlin GmbH <br/>Legal representatives or Trade register number: HRB 182467 B <br/> Entity address: Oranienburger Str. 3, 10178, Berlin, Deutschland <br/>Listing address: Gerichtstraße 56, Downtown Apartments, 13347, Berlin, Deutschland"
13508386,2 bdrm flat for families/ calm guests. StayBearlin,163384,Alan & Kasia StayBearlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52241,13.45147,Entire home/apt,166,3,213,2022-06-07,2.97,8,330,33,"Legal entity name and Legal form: StayBearlin <br/>Legal representatives or Trade register number: Alan Connaughton <br/> Entity address: Grellstraße 34, 10409, Berlin, Deutschland <br/>Listing address: Straßmannstraße 26, EG links, 10249, Berlin, Germany"
18478528,Cosy and quiet flat in Friedrichshain,59467923,Jana,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52471,13.44657,Entire home/apt,69,2,102,2022-05-29,1.66,1,111,24,02/Z/AZ/014284-21
29750208,Simondach - the heart of Berlin,21445063,Joana Karina,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50903,13.45442,Private room,65,4,63,2022-06-04,1.50,1,25,26,02/Z/RA/014194-21
53580697,"Schöne Wohnung in Friedrichshain, 1ZKB Balkon",433918917,Jürgen,Pankow,Prenzlauer Berg Ost,52.52056,13.46915,Entire home/apt,72,2,3,2022-06-05,0.64,1,166,3,02/Z/RA/014192-21
45281902,Pequeño gran TESORO con WiFi zona centrica BERLIN,4104800,Cristina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5194,13.46678,Entire home/apt,36,60,2,2021-10-24,0.19,2,195,2,02/Z/RA/011670-19
53892073,Gemütliches und modernes Zuhause im Herzen Berlins,49107762,Max,Charlottenburg-Wilm.,Kantstraße,52.51174,13.31395,Entire home/apt,39,92,0,,,1,134,0,
39710631,Cozy and quiet room in the heart of Neukölln,1345233,Daniel,Neukölln,Reuterstraße,52.48622,13.43295,Private room,45,3,24,2022-05-30,0.77,1,31,7,08/Z/AZ/010671-21
51819768,"Entire ""Altbau"" Flat at the heart of Kreuzberg36",419734813,Rom,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50026,13.42693,Entire home/apt,85,8,1,2022-04-16,0.51,1,15,1,
3717751,UNIQUE GARDENROOM | BERLIN MITTE | with garden,18981851,Yvonne,Mitte,Brunnenstr. Süd,52.53589,13.39421,Private room,56,2,471,2022-06-02,4.98,1,86,43,01/Z/AZ/013314-21
53940835,Holiday 33 Apartment F Schoenhauser Allee,172232819,Holiday 33,Pankow,Prenzlauer Berg Nordwest,52.54752,13.4132,Entire home/apt,216,1,15,2022-05-29,3.66,8,285,15,"First name and Last name: Haitao Long <br/> Contact address: Danziger Str. 108, 10405, Berlin, Deutschland  <br/>Listing address: Schoenhauser Allee 72, 10437, Berlin, Deutschland "
16283253,Traumhaftes und ruhiges Loft in Kreuzberg,16913288,Philipp,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49788,13.42398,Entire home/apt,121,1,407,2022-06-09,6.78,4,259,69,"Legal entity name and Legal form: R35 Living GmbH <br/>Legal representatives or Trade register number: HRB188265B <br/> Entity address: Friedrichstr. 61, 10117 , Berlin, Deutschland  <br/>Listing address: Reichenberger Str. 35 Hinterhaus, 10999, Berlin, Deutschland"
12690882,Central two rooms apartment in Kreuzberg,133204,Songfei,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49188,13.41143,Entire home/apt,64,89,4,2020-06-19,0.12,5,255,0,
45906226,about:berlin Hotel - xl room with kitchenette,338748013,About:Berlin Hotel GmbH,Charlottenburg-Wilm.,Kurfürstendamm,52.50284,13.33771,Private room,124,1,2,2022-06-04,0.24,5,318,2,HRB 161404 B
49509138,"Nena Apartments Kreuzberg 61 ""Studio XL""",345525433,Nena Apartments Kreuzberg 61,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49567,13.396189,Entire home/apt,152,2,328,2022-06-07,26.17,4,198,326,"Legal entity name and Legal form: Orbis Apartments GmbH <br/>Legal representatives or Trade register number: HRB 191059 B <br/> Entity address: Ritterstr.2a, 10969, Berlin, Deutschland <br/>Listing address: Blücherstr.12, 10961, Berlin, Deutschland"
27259147,"L Central Berlin-Kreuzberg, Clean, Cozy, Connected",4418286,Yaz,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49502,13.39798,Entire home/apt,126,1,263,2022-06-03,5.57,2,85,92,"First name and Last name: Yasser Zabalawi <br/> Contact address: Hindenburgdamm 75, 12203, Berlin, Germany <br/>Listing address: Mittenwalderstr 56, 10963, Berlin, Germany"
11772098,Romantic old horse barn,6880089,Carmen,Lichtenberg,Frankfurter Allee Süd,52.50737,13.47654,Entire home/apt,102,2,197,2022-05-29,2.63,4,68,50,"First name and Last name: Carmen Reiz <br/> Contact address: Tasdorfer Str. 31, 10365, Berlin, Deutschland  <br/>Listing address: Tasdorfer Str. 31, 10365, Berlin, Deutschland "
50371351,Bright artist apartment. 2 bedrooms 1 living room,18003576,Roberto,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49105,13.41803,Entire home/apt,90,5,10,2022-05-31,0.99,1,232,10,02/Z/RA/013121-21
31900671,"central, lovely flat in a heart of Prenzlauer Berg",45903660,Maja,Pankow,Prenzlauer Berg Südwest,52.53887,13.4076,Entire home/apt,70,4,26,2022-06-02,0.65,1,4,11,03/Z/AZ/004264-19
2860420,250 qm penthouse with roof terrace for photoshoot,14623546,Jean Luc,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49185,13.41961,Entire home/apt,2500,1,19,2016-04-13,0.19,1,89,0,
618454911118302299,Big Beautiful Designer Apartment in Friedrichshain,42596030,Victoria,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52278,13.45108,Entire home/apt,111,2,2,2022-05-19,1.87,1,2,2,"First name and Last name: Victoria Eviston-Putsch <br/> Contact address: Ebelingstraße 5, 10249, Berlin, Germany <br/>Listing address: Ebelingstraße 5, 10249, Berlin, Germany"
34501520,NOMADS by Suite.030 . Designer Apartment with Bar,102979040,Team Suite030,Mitte,Brunnenstr. Süd,52.53818,13.3966,Hotel room,500,3,0,,,12,352,0,
49631398,Altbau-Appartment im Kollwitz-Kulturkiez,128077616,Eugen,Pankow,Helmholtzplatz,52.54082,13.41633,Private room,179,3,1,2022-05-29,1,1,348,1,
2110405,Temporary living 1 bdrm apt - Beauty & Comfort,1581,Annette,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49139,13.41524,Entire home/apt,40,180,27,2016-07-31,0.26,3,166,0,
41651093,City Garden Flat In Green Kreuzberg - New,200407976,Carsten,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4951,13.40169,Entire home/apt,80,1,113,2022-06-12,3.96,2,123,76,"First name and Last name: carsten fricke <br/> Contact address: johanniterstraße 11, 10961, berlin, berlin <br/>Listing address: johanniterstraße 11, 10961 , berlin, berlin"
19796395,Penthouse with amazing view of Berlin,61783281,Bert,Pankow,Helmholtzplatz,52.54618,13.41657,Entire home/apt,160,2,108,2022-06-04,1.87,1,226,30,03/Z/RA/003373-18
47089351,Apartmenthaus Berlin Mitte - Deluxe Apartment,378071271,Flo,Mitte,Alexanderplatz,52.5055,13.41502,Entire home/apt,132,1,5,2022-02-10,0.36,38,335,4,"Legal entity name and Legal form: Homaris Heinrich Heine GmbH <br/>Legal representatives or Trade register number: HRB 223193B <br/> Entity address: Brunnenstraße 4, 10119, Berlin, Deutschland <br/>Listing address: Heinrich-Heine-Platz 11, 10179, Berlin, Deutschland"
21554958,SWINE - Boutique Style Studio - ideal LONGTERM,155105708,Sören,Mitte,Brunnenstr. Süd,52.53908,13.40045,Entire home/apt,217,1,170,2021-12-14,3.08,13,198,2,"Legal entity name and Legal form: Rockchair GmbH  <br/>Legal representatives or Trade register number: Sören Volger  <br/> Entity address: Forckenbeckstr. 9-13 , 14199 , Berlin , Deutschland <br/>Listing address: Swinemünder Str 108, 10435, Berlin, Deutschland"
31356953,Private Room in North-Neukölln,234800552,Mohammad Reza,Neukölln,Reuterstraße,52.48474,13.43345,Private room,38,3,84,2022-06-12,2.05,1,265,36,08/Z/AZ/008449-19
52103010,Central but quiet and comfi room,31391167,Göki,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50224,13.41594,Private room,200,1,3,2021-10-04,0.33,3,14,3,
12787358,Cute Renovated Apartment in Graefe-Kiez (Bedroom),69609227,Joan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49354,13.41246,Private room,55,8,59,2020-02-29,0.80,1,73,0,
17972408,Spacious and Bright 3BR near Museums + Parks,5735413,Andrew,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49121,13.41093,Entire home/apt,180,7,0,,,1,67,0,
19406486,1 Zimmer 22m² mit Balkon für 2 Personen,136047855,Andrzej,Mitte,Brunnenstr. Nord,52.53764,13.38949,Private room,51,2,185,2022-06-07,3.10,1,27,42,
7968219,Awesome room in Berlin,42044906,Julia,Neukölln,Reuterstraße,52.48256,13.44133,Private room,38,2,286,2022-03-01,3.47,1,0,31,
51403847,"Cozy loft, perfect to enjoy Berlin",8635649,Marc,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50727,13.46818,Entire home/apt,67,1,41,2022-06-06,4.03,1,73,41,
42636037,Zimmer 5 Familienzimmer,316043293,Pension,Pankow,Prenzlauer Berg Nord,52.55028,13.41728,Private room,84,1,0,,,6,88,0,
5060152,Topfloor design-apartment w. roof terrace in Mitte,3062473,Robin,Mitte,Brunnenstr. Süd,52.53581,13.40437,Entire home/apt,116,1,113,2022-05-23,2.76,3,271,42,
45604705,about:berlin Hotel - medium size private room,338748013,About:Berlin Hotel GmbH,Charlottenburg-Wilm.,Kurfürstendamm,52.50447,13.33755,Private room,99,1,2,2022-06-04,0.58,5,341,2,
42286589,"3-Raum Penthouse ""Groovy Amazonas"", 83 qm",335573202,Downtown Apartments,Mitte,Wedding Zentrum,52.54553,13.36765,Entire home/apt,369,2,4,2022-06-05,0.57,50,281,4,"Legal entity name and Legal form: DA Downtown Apartments Berlin GmbH <br/>Legal representatives or Trade register number: HRB 182467 B <br/> Entity address: Oranienburger Str. 3, 10178, Berlin, Deutschland <br/>Listing address: Gerichtstraße 56, Downtown Apartments, 13347, Berlin, Deutschland"
33792196,Miniloft Kreuzberg Apartment Hotel: Zweifach Plus,342965,Matthew,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50251,13.39294,Entire home/apt,223,2,26,2022-05-26,0.71,15,308,11,
625929023605002484,"1,5 Möbilierte Wohnung in Kreuzberg-Friedrichshain",893723,Sahin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50267,13.386084,Entire home/apt,64,180,0,,,3,298,0,
46596236,Modern Studio Apartment in the heart of Berlin,78387405,Michael,Pankow,Prenzlauer Berg Südwest,52.54051,13.41383,Entire home/apt,82,30,5,2022-05-25,0.52,1,272,5,
45918471,2 Schlafzimmer Apartment am Prager Platz,372068633,Marcin,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4933,13.33196,Entire home/apt,375,2,12,2022-05-02,0.63,16,200,8,"Legal entity name and Legal form: AMC Apartments GmbH <br/>Legal representatives or Trade register number: HRB 130945 <br/> Entity address: Joachimsthaler Str. 19, 10719, Berlin, Berlin <br/>Listing address: Bundesallee 201-203, 10717, Berlin, Berlin"
42786409,"3-Raum ""Summery Sky"", 67 qm",335573202,Downtown Apartments,Mitte,Brunnenstr. Nord,52.54345,13.36724,Entire home/apt,232,15,0,,,50,303,0,"Legal entity name and Legal form: DA Downtown Apartments Berlin GmbH <br/>Legal representatives or Trade register number: HRB 182467 B <br/> Entity address: Oranienburger Str. 3, 10178, Berlin, Deutschland <br/>Listing address: Gerichtstraße 56, Downtown Apartments, 13347, Berlin, Deutschland"
35441162,Spacious Rooftop Maisonnette in Hotel Oderberger,8488840,Hotel & Stadtbad Oderberger,Pankow,Prenzlauer Berg Südwest,52.53845,13.40962,Hotel room,402,1,2,2021-08-24,0.06,5,260,1,"Legal entity name and Legal form: Hotel Oderberger c/o GLS Sprachenzentrum <br/>Legal representatives or Trade register number: HRA 24131 <br/> Entity address: Oderberger Straße 57, Prenzlauer Berg, 10435, Berlin, Deutschland <br/>Listing address: Oderberger Straße 57, Prenzlauer Berg, 10435, Berlin, Deutschland"
15754825,DG-Loft City West unweit vom KaDeWe,101843990,Eiko,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49989,13.33362,Entire home/apt,55,365,0,,,1,358,0,
1808396,Little TREASURE in Berlin's heart,4104800,Cristina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51969,13.46717,Entire home/apt,80,2,90,2021-05-30,0.87,2,20,0,02/Z/RA/011670-19
52656583,Cozy Room in Neukölln Reuterkiez,19587639,Lila,Neukölln,Reuterstraße,52.48696,13.4333,Private room,30,3,3,2022-03-06,0.39,1,163,3,"First name and Last name: Lila Steinkampf <br/> Contact address: Tellstrasse 2, 12045, Berlin, GERMANY <br/>Listing address: Tellstrasse 2, 12045 , Berlin, Germany"
11571155,"1,5 Room Apartment-Loft in Neukölln for 3",6231480,Romina,Neukölln,Rixdorf,52.47846,13.44121,Entire home/apt,60,3,27,2022-04-24,0.36,1,7,3,
53870090,Gemütliches und helles Apartment in Berlin,14285267,Joscha,Neukölln,Reuterstraße,52.48594447113642,13.431377213975505,Entire home/apt,79,4,0,,,1,19,0,08/Z/RA/011612-22
42786348,"3-Raum ""Summery Sky"", 67 qm",335573202,Downtown Apartments,Mitte,Brunnenstr. Nord,52.5441,13.36919,Entire home/apt,274,4,13,2022-05-16,1.20,50,303,13,"Legal entity name and Legal form: DA Downtown Apartments Berlin GmbH <br/>Legal representatives or Trade register number: HRB 182467 B <br/> Entity address: Oranienburger Str. 3, 10178, Berlin, Deutschland <br/>Listing address: Gerichtstraße 56, Downtown Apartments, 13347, Berlin, Deutschland"
9499044,Stilvoll eingerichtetes Apartment,49233512,Alexandra,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51665,13.47361,Entire home/apt,69,4,1,2016-01-05,0.01,1,132,0,
21773196,Central Apartment by big Park near Potsdamer Platz,115790786,Pascal,Mitte,Tiergarten Süd,52.50007,13.36933,Entire home/apt,207,2,183,2022-05-15,3.29,5,167,33,"First name and Last name: Dennis Pioch <br/> Contact address: Stresemannstraße, 21, 10963, Berlin, Deutschland <br/>Listing address: Kurfürstenstraße, 2, 10785, Berlin, Deutschland"
